# the data was taken from 
# https://www.maxmind.com/es/free-world-cities-database


param ciudades := 21;
param corde:
     1   2:= 
1	5.346999095	-72.4059986
2	12.56213711	-81.69032658
3	5.716613585	-75.31662785
4	5.719998392	-72.94000289
5	7.089992288	-73.84999903
6	4.310006937	-74.80999211
7	2.690002461	-75.33001205
8	1.089996764	-77.61994979
9	1.149993102	-76.62998438
10	4.749980081	-75.91002832
11	10.92001691	-74.76999455
12	10.63998232	-74.91998539
13	10.26003135	-75.34998499
14	9.229990864	-74.74002222
15	10.47999208	-73.25000981
16	2.569983947	-72.63999536
17	4.089994526	-72.96002751
18	7.030590229	-75.5904871
19	6.480442931	-74.42001591
20	8.100369892	-76.73997766
21	8.506334	-77.277839;

for {i in 1..ciudades}{
  for{j in 1..ciudades}{
     let dista[i,j] := sqrt( (corde[i,1] - corde[j,1])^2 +  (corde[i,2] - corde[j,2])^2);
   }
  }
